	Pellets_1_Rppos	Pellets_10_Rppos	Pellets_11_Rppos	Pellets_12_Rppos	Pellets_13_Rppos	Pellets_14_Rppos	Pellets_15_Rppos	Pellets_16_Rppos	Pellets_17_Rppos	Pellets_18_Rppos	Pellets_19_Rppos	Pellets_2_Rppos	Pellets_20_Rppos	Pellets_21_Rppos	Pellets_22_Rppos	Pellets_23_Rppos	Pellets_24_Rppos	Pellets_25_Rppos	Pellets_26_Rppos	Pellets_27_Rppos	Pellets_28_Rppos	Pellets_29_Rppos	Pellets_3_Rppos	Pellets_30_Rppos	Pellets_31_Rppos	Pellets_32_Rppos	Pellets_33_Rppos	Pellets_34_Rppos	Pellets_35_Rppos	Pellets_36_Rppos	Pellets_37_Rppos	Pellets_38_Rppos	Pellets_39_Rppos	Pellets_4_Rppos	Pellets_40_Rppos	Pellets_41_Rppos	Pellets_42_Rppos	Pellets_43_Rppos	Pellets_44_Rppos	Pellets_45_Rppos	Pellets_46_Rppos	Pellets_47_Rppos	Pellets_48_Rppos	Pellets_49_Rppos	Pellets_5_Rppos	Pellets_50_Rppos	Pellets_51_Rppos	Pellets_52_Rppos	Pellets_53_Rppos	Pellets_54_Rppos	Pellets_6_Rppos	Pellets_7_Rppos	Pellets_8_Rppos	Pellets_9_Rppos	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
1035	2936332.448535061	3307417.1941984743	3600200.261318803	3374224.5259988243	1970171.4704870216	1824474.7589179687	2430916.4665197274	2333272.0988319474	1586733.2294120523	2613277.1565896124	2007301.9247710726	3864932.9946817257	1683981.7955653346	2664095.3366382252	2570419.775531809	2128104.013942507	1778946.3922226585	1552934.7038003558	2411177.8128884817	2082505.1846923972	2055688.0015501399	2539717.8026356963	3204428.312902306	1732888.3493505747	1891171.9301495645	1823610.3737973236	2178724.998695952	1995887.2407424536	2164613.537090762	2574594.1396627985	4118303.440352915	3566631.7559911683	4093525.5255458537	3039518.7608368564	4581936.003673662	4187968.5100968964	3573916.3466532337	3701506.2806523563	3809542.469967191	2776375.519838225	3974850.572271559	2435989.9047867237	4357650.973681198	3571121.8693128717	3475290.214423353	3633082.5010180343	3920413.8163968977	3531328.238845185	3870071.257886318	3764255.1337576723	3141064.3730838513	2520398.687362377	3162402.9180757063	0.0	F8406	284.1207	26.76	25.03	28.07	6538.0	172776883.0	1.0	0.95	12477.0	56.0	0.9814814814814815	False
1036	4936382.106544577	4737927.885892917	4437713.619361286	4464485.210158447	3262618.4544933396	2636880.0133461044	3479307.227641102	2662224.84347214	2426429.979327509	4139735.1181421317	2726909.912289822	4894690.6938360445	2499702.9906972274	3380108.4887534287	3448705.7547423476	3231447.8239643243	3164618.8246301156	2247459.31139414	3405029.4130894807	2795077.68067801	3034480.530092054	3134755.636858812	4532714.0916429125	2378296.571954618	4316331.085994569	2812670.6547762873	3262030.1582790394	2770525.2778577744	3324746.8823752725	3204221.7255481263	6183587.658672016	6268467.375087126	5100572.761823977	4503033.840470524	6330353.771908172	5684167.3415684225	6514883.061332876	4593485.714402553	5279893.90767867	3561328.493470143	5359504.116174335	3842543.4993427936	5638359.862282776	4448980.586374064	5146294.046188815	4789293.775106122	6138603.611821691	4850622.182171684	4975045.021818696	4652976.632079264	4135562.041770801	4676025.539362526	4096260.194254768	6868362.0856262725	F8407	284.1207	29.65	28.07	31.27	6538.0	244418158.0	1.0	0.95	13263.0	57.0	1.0	False
1039	11158762.23141581	7307544.931730093	12544854.827427482	13492241.897809979	1439684.5413455418	4040304.4934383356	21750804.541983467	18174867.767369997	3258893.271577382	5116196.091289485	3371735.7774819667	34134522.97382245	2355382.638563901	14526108.038111918	14017332.039098846	4396066.013617131	12297387.336891105	3999813.8800229523	6642997.368212984	7698393.947623111	2713034.4196812105	3085858.839559236	13768017.865063889	1060843.5229588293	3509883.9838890815	2924285.1105955583	4139344.1620317306	3385051.2546425713	2159278.723949866	5053522.718043598	2616775.484526236	4039176.8272078824	4062596.1002349933	12924158.431302384	4092129.685822871	3360884.479028896	3735227.564327892	3432500.731785038	2857636.530425555	2916451.9464003253	6657863.722981832	2871397.6614813725	3754709.039631001	7008928.713329836	8412143.545962676	8988330.036449593	9203511.0674472	5178598.632402218	7823559.874609082	3690574.8203966576	25474675.93353661	9387099.839626323	19511308.72419022	3739388.3840802563	F8417	182.0297	25.29	23.72	27.02	2549.0	462223619.0	0.87	0.98	431.0	62.0	1.0	False
1043	1374654.2966028517	1871985.2154132135	1603490.9035430194	1644013.1943008262	2486837.417849445	2281339.092598412	1624761.9330122147	1583468.3856752533	1947339.2638113843	2227411.164405797	0.0	1143258.6220648647	703548.8732451332	962514.3164977455	683351.2167873371	949844.5581022874	0.0	1209431.25688734	1275001.531871656	1219069.4982360983	1439895.1439077994	1516739.8671099169	936992.876612015	1071057.9649508402	1071063.0186196407	999616.361879866	1080290.2101107496	1244849.067620754	1279673.6848651255	1063671.9663721544	1480279.8980057908	1657698.187948921	1499890.9029863544	1625149.0638957848	1573961.9265627747	1380482.2344324703	0.0	1246074.6503605798	1410879.027599343	1419948.339692455	0.0	1291795.9067876884	1075717.987408684	1468377.062569623	1344228.2158991662	1320371.0913747502	1628937.14029347	1373439.8405599536	1609333.7093661057	1204467.994068391	1371735.0454503936	1288537.5097718886	1726716.3294150357	421146.76226387103	F8442	131.0491	26.37	24.64	27.94	812.0	78118332.0	1.0	0.95	74.0	56.0	0.9259259259259259	False
1044	795274.527620188	939222.2023599554	1551908.8043110357	1503541.5214187882	1748281.010922105	1653428.5078033863	1980568.552920155	1714177.6406738835	1614748.0142164307	2073913.5139282993	0.0	586927.8102756464	1462454.7972209244	2026331.0389176346	1938654.183280913	1856208.524674042	0.0	1182034.411304777	1661495.5135069697	1393610.8717059891	1353443.4812721284	1620361.3892324476	1404360.0604263952	1309361.616514647	1684617.7413189216	1379384.573266762	1519902.772161901	1332130.2415639055	1490222.388152058	1595544.714108431	1643143.9890942222	1556452.299930242	1691650.3418707482	1706743.3898777056	1870267.0524377895	1740537.7773123775	0.0	1593051.7672442633	1621633.01128023	1270881.5110706566	0.0	1249843.0795846337	1707961.4887465967	1537267.1865394157	1675902.6148833036	1691242.955009312	1869681.3256794284	1354606.8559760135	1547802.3022756227	1575530.839257161	1725537.5003030007	556675.9074852152	733151.5269475665	1997059.0392157019	F8443	131.0491	47.07	45.34	48.65	812.0	84465852.0	0.98	0.93	105.0	54.0	0.9259259259259259	False
1046	31867686.28912026	28773256.787894033	27873900.282114547	24331974.438784264	80678198.62442543	56696575.6518902	49437325.749461815	51514038.46494676	39377988.923950344	66662771.174798034	7026848.708617713	16303107.018052936	6265410.034226665	8190747.2776830075	5920212.393557171	7558228.576278336	7527836.891010817	2281737.9372975547	3502549.5595915182	3768202.7590493527	2051594.2103436664	5980212.183881922	18735834.51737285	1441108.1878877175	3383981.562651521	2267543.1674808506	3160651.3757869843	1766320.5724825407	4165824.731622754	3924318.466148682	10608615.891127765	8197027.871441699	5127520.555490414	23829304.58839316	3651460.171962641	3983675.9017588347	4398089.631671232	5769600.962060254	6570549.61182897	4524075.198477777	6030699.752712606	4348481.524612952	4327712.809794763	11887292.407554172	27031271.521091156	4403578.757260596	6955291.754968092	3823352.791698816	6720577.463733397	14255640.094166974	27025145.918365523	35800404.55365542	35790114.90812533	9403036.92956813	F8482	182.0811	23.06	21.49	24.64	2556.0	869440314.0	1.0	0.95	50.0	62.0	1.0	False
1051	76937587.52628821	82521813.0008615	76777650.11126494	67625801.18749177	79832330.10241205	65105008.11961086	75110025.18141209	68178046.63568315	53815808.17452159	72986700.33060278	54757235.19788606	66267826.53456248	50817128.42459407	76345457.76184717	63825800.72079442	62861275.651883796	49172609.678849556	42859696.276625	40087161.58684219	30779379.739794966	32503104.38217076	51579718.67092249	65657546.447490126	40958141.32477004	50188108.81672956	45085123.37505397	39723982.837248355	26768453.883508284	46578162.80505039	47912306.564743795	104848784.99259332	72918015.77148175	71016075.2871025	93826760.19939037	81302510.10462932	70543178.0363714	60290658.355961725	62039603.51171314	60373196.97588432	43959020.2114051	65800977.82491031	38817233.890266776	64181885.43520194	81315815.79267405	91201796.39473659	53625987.508267365	74079964.75824025	48189179.21549369	50278798.95614728	77567325.02610575	74437909.85251242	79686834.80638543	77554941.50937669	1522005.8803009074	F8524	284.2064	24.51	22.93	26.23	6547.0	1413794415.0	1.0	1.0	3970.0	61.0	1.0	False
1054	3921567.757458251	2189512.3224940584	5901923.325426758	13964469.599078784	5816887.092036534	4580409.519446316	10165386.449379614	7203897.998513441	4485393.86369805	3795051.973723005	1034451.3584983476	2891394.083606446	415419.9292632913	886497.0593917641	645097.8230987005	1135644.2248927301	0.0	66010.16039806724	515472.67511471873	776014.574455326	281629.3645376051	654163.6997421101	5271720.772142199	217075.55615010497	0.0	1079034.5359191548	794975.6097368525	0.0	220269.71672564422	63481.87403734979	1184139.6198799585	1029023.5931466918	448380.38370533084	4099042.092393114	588705.1141385137	782180.1092702834	0.0	1352425.1780860068	942914.310574612	846478.5009834894	922342.3276381401	421893.3016613704	601566.794778229	971211.7736211909	4697502.903237509	792038.8338912354	801033.6799717891	1012647.6375789281	1059007.1649941667	668041.1453526213	3037861.9417324504	4583292.135289233	3138733.6253744783	350838.4609503773	F8565	233.0783	22.8	21.49	24.11	4579.0	128965187.0	1.0	0.89	3052.0	55.0	0.9259259259259259	False
1069	13888710.649536014	10272637.283361906	11015896.683035634	12091411.940045696	16141854.13925422	8832662.0566272	3373419.7067079036	11920573.749722788	8863447.171870101	0.0	11120589.858855601	4299548.138051424	9050636.733633447	3322177.2952602482	4914843.933224607	7878115.815041091	13311143.976447683	5822937.70127601	6454866.685137828	9180598.180296691	16706211.260336204	10571766.838083763	5930683.581608589	11580794.249081092	11536325.978371957	3821428.9869717704	2381647.2086013346	12600303.4479629	8143043.858529606	10371928.76819605	13734885.951072576	14866380.24399429	8776006.209023349	12073956.807564333	12109484.591468176	6331787.945418398	17064531.16071229	12128340.983716873	6324821.483420771	7254714.966215902	17703711.106561005	9434565.623784645	21592662.262550436	7002421.9564286405	7808318.8648757655	7070789.609736902	8298472.665356642	3943868.7242591227	1950612.3571665457	14948093.09105797	12344182.95153078	14746398.659132008	9324080.974217746	11920497.4398032	F8702	233.1508	0.66	0.11	2.24	4590.0	418824726.0	1.0	0.95	133.0	56.0	0.9814814814814815	False
1070	98275534.61180231	78401528.21300694	69012560.47435857	68858651.36389469	87742956.56593952	77535321.4943585	102810313.65340963	72023372.13598055	73438909.7156035	111102228.34686366	14707903.749082321	106708438.74291688	19702175.22879644	24197657.109873917	27462510.151600197	23588602.207969133	21261244.945759803	6334348.395422185	12379737.853264678	14410080.928506153	7027168.18306507	20604855.05041134	88753948.51582795	8980804.158687107	9070502.184368804	12771954.582887024	14171181.344872367	5990699.912228569	8724181.626969706	7127705.111199419	10649029.789304605	16622495.002356429	17158663.41871153	53549337.88942096	10039082.358219357	11801888.570714578	11201453.13086226	18418276.314440567	34047114.09677089	21593901.237239823	18468605.967195146	18761707.54057528	20832354.102390252	19215387.73428547	58108925.4820663	19694656.697318092	25513421.85153904	14145940.595882999	23941962.073100273	18571016.780905873	66221204.60156629	86951705.80885139	81718590.88949245	99545606.03328247	F8710	284.2945	77.64	76.06	79.21	6555.0	2267668185.0	0.73	0.98	16.0	62.0	1.0	False
1077	5442489.154101846	4561759.311573321	4538313.590632351	5039999.143599689	2967940.969789764	2671785.092717746	3989572.633865556	3195938.097220885	3253542.357664372	3939238.5597926727	2286874.9984510215	6369646.68258768	2658448.4623643616	3812298.798699884	4399400.624623936	4687752.974380901	1802924.2767570373	356502.1414554362	1097912.9409628706	1338384.3269962436	241611.3142676646	1173497.1730877461	5578285.92200237	584298.8769407986	0.0	1018507.469105891	1463686.2686125033	0.0	933204.1849442098	1020134.3356101774	1240293.6332108187	1804697.8969847914	1886191.042129701	2776288.127997438	1338038.6694526467	1788910.2795237221	1269735.3784293956	2079034.9361073703	4003673.0408355864	2953225.3128754315	1123877.8517461012	2706537.5205959287	1734227.3284816954	4209730.8147444185	3068085.5188884237	3908240.0402903478	4298617.474209179	2231606.7579770526	3999901.8677374227	2685160.26570041	2759784.3059677086	4634106.920015023	4742385.755629358	3995263.3322624373	F8750	132.0031	21.88	20.3	23.33	834.0	163405275.0	1.0	0.97	1159.0	55.0	0.9629629629629629	False
1079	5608365.0957826525	5962810.7361263735	4569100.847801296	5180901.015260513	14000273.984715933	9759598.221921405	5244917.562274231	6175715.025961847	5568476.627339039	7546203.076935051	16269705.879623776	1694253.726487941	11714010.147773443	13525377.618046358	9200982.583839994	14838021.59238586	12090772.33352189	3684624.580792254	5639394.687373336	4716212.158536078	8006344.363484106	16781039.262254104	3035361.4241367253	6733514.270960484	13688227.132000396	7282151.659869978	9998215.981766546	9439660.018643077	11497928.604408324	12219451.406877587	17754489.868786052	10576078.356678486	12188071.961690942	5627678.600081805	5426270.709933988	5488051.584933287	11656751.896144953	13952196.421510777	1472385.94209461	3587763.0771691264	14899386.3742492	3762425.134450114	7840474.363482253	19974206.960781947	8497871.363706818	9252524.742395315	10039618.698900802	8584194.775526723	7404592.513913455	8934349.018720675	7987329.091916782	5916646.216914216	5241344.298646163	3065805.239830564	F8764	284.9099	22.01	20.44	23.59	6560.0	494667452.0	1.0	0.94	45.0	60.0	1.0	False
1087	6588903.36978632	6600367.7923698835	6777413.889771416	7163642.240544602	8352550.414942446	5430125.902933324	6432191.4872263605	6635929.734846604	4819160.869662675	7324520.350640784	760806.3451834818	5677145.616035474	1009955.9582101259	1237388.9300367224	1840203.573885901	1471952.1592359329	1222710.1833345222	0.0	0.0	551922.762319819	0.0	1482353.6272988224	5337987.445634666	0.0	0.0	968443.2537422003	829431.5428580389	0.0	0.0	0.0	1161782.9486486411	1700111.2077919596	1690068.2976726159	5810106.159410392	1508735.0565403686	1454414.7656335027	1401759.0481612717	1047248.8239887034	1834187.0432888067	1362799.8414858887	1397631.9477581258	1291351.3972502933	2048858.9673612986	1514192.9838066073	5579906.410746751	1544372.3461216723	1703775.4822861722	609881.5327872118	1817628.5379154608	2074817.215223353	6820808.6596310465	6802790.161822206	6628234.076416483	255055.0399292697	F8841	285.1096	24.24	22.67	25.97	6572.0	157661633.0	1.0	0.97	10949.0	49.0	0.8518518518518519	False
1107	735766.4721430494	627849.5173783924	0.0	0.0	443801.2834090917	227398.52284472343	160592.99941880692	0.0	597110.8728498147	0.0	2696754.966048557	0.0	1506125.337509461	1952329.9624580992	2184134.1221822617	1861790.553766757	1359463.9594102162	3280204.4847744633	6415315.446928001	2738078.0760278683	4434984.104677497	2959874.917249672	0.0	3093580.803043554	3772664.9809445194	3673371.216972057	2271390.8781767846	2864520.3173948643	4206136.241047954	3761084.913678588	2337682.6072690994	1759998.244717016	1825918.8480798677	336993.4151735866	1321295.9434575906	2103921.4285019333	2351035.953256958	2874289.06306975	466763.7278427797	103556.64473957673	2312581.7561318805	0.0	426115.33504694916	1958306.764859584	1092457.0134575076	599410.7149570592	191331.23511131929	772156.1601357801	320913.55689249316	2759631.376738111	600449.186656381	0.0	0.0	0.0	F9010	233.9128	22.14	20.7	23.72	4603.0	106692085.0	1.0	0.98	1399.0	50.0	0.8148148148148148	False
1108	1591136.4404351048	0.0	1667912.6143999915	1726992.3318806137	2166050.3816019353	1844090.3235958957	1709639.2175706862	1842962.430430272	1587948.9926147177	2328302.92557685	1974276.7637355726	1174226.01829517	1347301.817459122	1637851.4459698545	1557485.8940750938	0.0	2205945.293079905	868965.1140718274	1475118.6965747802	1466044.642704759	1475338.2583818396	1974766.6583618603	1032344.2570077591	880788.3200973101	2280744.5786417867	1209519.729504497	1331834.0126810141	1596725.453367165	1684210.1862465031	1484685.9398525557	1753008.6757048378	2049670.6678056896	2068693.4468868312	1325807.6253182162	1439952.6881724533	1496993.530297531	2006041.3908232925	1443892.3169673786	1394958.0259896817	1159950.7970428015	1964973.7540031613	1590351.889379247	2001181.0537728027	1746088.5692206165	1377162.8660494927	1138628.570080772	1944067.340218593	1398535.6339111484	949794.7722670186	1512824.0127106037	1788028.1998536554	1806203.5114716566	1256709.1157715172	971564.167568264	F9017	132.0888	38.36	36.78	39.93	850.0	89743408.0	0.79	0.86	189.0	57.0	0.9629629629629629	False
1110	9318121.138030153	10124150.0111829	9012692.644402286	7979346.211556556	9050706.637356404	6435261.313199922	7685807.557579075	7963883.818034476	7198088.291313833	8788777.40703828	6600136.652094253	7033020.792478823	6276227.14495714	7650495.2442262	7601644.165946105	7837106.387084721	5708780.074622545	5023052.956387079	4129576.4237238597	3440279.239470562	3794256.583153081	5847952.205591342	7715075.4690743545	3565935.4214994744	6208741.265988651	5486321.312246405	4624507.600447253	3301496.4234995684	4298199.067064433	5699635.528238385	12566913.427155208	9299316.19267279	8878640.749830456	11087049.870167179	9910257.770659246	8513052.52851307	7274910.494773795	7655842.309687671	6137763.829718752	5532134.535584458	6669002.508845225	4689472.38409783	7800841.12790819	11241977.011949964	9870088.445279809	7018932.797535928	9206183.5141896	4582226.791551636	5407567.606912904	9859884.694824066	9215254.965659004	9999039.152579295	9472742.942415394	99252.83895332363	F9034	285.2099	24.51	22.93	26.23	6585.0	418281083.0	1.0	0.99	31049.0	58.0	1.0	False
1117	21550617.365495544	16942801.454956163	15883146.070698911	13980063.769736672	48107599.65249477	33422457.246422622	30195811.865869045	29562060.59598232	20773380.225940775	29830042.530052695	31035794.46862151	0.0	21705189.176275782	37085204.91177395	22691408.26606988	25838090.421413433	13108713.993863601	31815270.880180553	23219024.977233756	12129875.11000794	22265300.781244893	23919943.448316038	10455557.2951771	21500898.469741043	31438339.76329224	17608675.014614217	19883433.32146283	18498827.734011684	24937281.600070648	32843568.904101327	47454374.85064039	21395963.881099764	15493816.733827354	22374352.41263372	19432560.806604292	17263956.74570143	16597566.672927283	14450852.896298788	10102520.993205147	6215081.825567242	15150227.703658095	5859000.866172508	14555999.847432014	0.0	22595919.139196686	7357344.819250197	14958843.642882917	7260009.849694885	7583032.47258681	15733809.295156427	18139587.99573379	17316048.549716044	18376616.715689827	4031923.6085696286	F9090	183.0781	23.06	21.49	24.64	2602.0	1162760332.0	1.0	0.96	59.0	57.0	0.9629629629629629	False
