	Pellets_1_HILICpos	Pellets_10_HILICpos	Pellets_11_HILICpos	Pellets_12_HILICpos	Pellets_13_HILICpos	Pellets_14_HILICpos	Pellets_15_HILICpos	Pellets_16_HILICpos	Pellets_17_HILICpos	Pellets_18_HILICpos	Pellets_19_HILICpos	Pellets_2_HILICpos	Pellets_20_HILICpos	Pellets_21_HILICpos	Pellets_22_HILICpos	Pellets_23_HILICpos	Pellets_24_HILICpos	Pellets_25_HILICpos	Pellets_26_HILICpos	Pellets_27_HILICpos	Pellets_28_HILICpos	Pellets_29_HILICpos	Pellets_3_HILICpos	Pellets_30_HILICpos	Pellets_31_HILICpos	Pellets_32_HILICpos	Pellets_33_HILICpos	Pellets_34_HILICpos	Pellets_35_HILICpos	Pellets_36_HILICpos	Pellets_37_HILICpos	Pellets_38_HILICpos	Pellets_39_HILICpos	Pellets_4_HILICpos	Pellets_40_HILICpos	Pellets_41_HILICpos	Pellets_42_HILICpos	Pellets_43_HILICpos	Pellets_44_HILICpos	Pellets_45_HILICpos	Pellets_46_HILICpos	Pellets_47_HILICpos	Pellets_48_HILICpos	Pellets_49_HILICpos	Pellets_5_HILICpos	Pellets_50_HILICpos	Pellets_51_HILICpos	Pellets_52_HILICpos	Pellets_53_HILICpos	Pellets_54_HILICpos	Pellets_6_HILICpos	Pellets_7_HILICpos	Pellets_8_HILICpos	Pellets_9_HILICpos	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
12552	27376741.176874664	19280364.176246934	11263498.787630536	15152999.370485147	75487362.50617707	70278097.61188057	25468763.57275405	12139252.715310227	44939077.814621866	41010076.452368334	37688105.641197816	13964976.854283528	40608392.66348033	21815033.679539062	27529982.834462952	20458740.701287415	20478070.926540006	7092807.201767275	358931.21125860274	2625751.8748652865	0.0	20721462.407508727	12430050.88191701	0.0	10451451.83578306	8120738.008967482	1882856.1979841727	645976.4054151837	1412653.5009289607	1672494.184619006	8254791.234644106	23045786.109047756	14821784.45983293	11674632.862067478	1014686.769830205	2709088.7714609914	13831222.864560775	17365179.714395348	14890229.292363293	8960639.829940617	7742628.705256539	16978460.40081221	14938979.009755338	7496203.705511757	22142822.90444035	11320842.666156664	10827800.995394483	15128059.433715867	14521307.901390243	26772099.214740038	27702285.62224706	45681397.21563919	32991743.348495807	15271690.2315447	F45793	758.5685	36.21	34.63	37.78	21382.0	1594419029.0	0.78	0.97	12.0	57.0	0.9629629629629629	False
12596	6546261.48573498	5173598.983008362	6398951.614781797	6247762.923863918	4495605.473247448	6192624.662455019	5855007.829727975	5346667.497713815	5335342.850172066	6547918.757436666	4896658.740930751	5585537.953510458	5089063.729069834	4042009.1226812354	4216941.74250472	4279574.588876419	941403.7789994788	2926947.102731459	3718323.756708402	3691549.100762818	2301136.89955576	4657753.051028007	6093420.0536028445	2422592.1642008815	2704231.7713888595	3642229.2307062605	4187861.2807870917	2828272.257939932	3170610.248059879	3393252.2852616836	3065584.7599062114	0.0	0.0	5625179.643566398	3660058.4768259376	0.0	2850174.8720258167	3220866.973887946	1781749.6638678005	931796.1761008137	0.0	970065.7718780233	0.0	3394353.2214985723	5123847.585971729	2985363.334488556	3907840.1254705423	0.0	2060165.7742485804	2388535.190984432	4713803.033342813	5262872.575962708	5734235.717965571	5236331.072372731	F45887	586.0931	370.78	369.2	372.22	18692.0	265636686.0	1.0	0.97	620.0	51.0	0.8888888888888888	False
12599	22227943.970978614	15282576.80966788	14625263.29721403	9562621.1030289	4775485.0535996	26543136.683748454	22918974.668941144	9478922.356025867	2665430.382077898	3545761.2387906164	8251909.9253777135	8033576.544342489	7916631.94781965	16275043.423458278	3507304.0548931635	17105193.160916448	2000506.642710563	8040909.479660199	0.0	1372213.6392709839	1236723.9893701335	0.0	7547650.191371228	0.0	5146926.014554336	6128011.127323653	1668089.8959166664	4351846.844774734	1130880.478898775	0.0	1408004.5281368005	6670847.476467306	3998738.557959073	11050763.544517307	729183.780328981	2797223.1860606987	4847878.0966673335	3449027.769148962	2145865.8049447085	2986771.1433216156	2968840.367630267	880444.4789066038	4056968.630244708	9439847.238764811	2288110.353598718	4088940.7183454614	0.0	1033169.0490563442	4495542.727465961	5905991.012995379	2175967.991977431	5394727.0248320475	17520830.603501607	13636506.917574205	F45897	759.572	29.25	27.8	30.82	21391.0	573764984.0	1.0	0.92	16.0	53.0	0.9074074074074074	False
12631	9868002.697676916	9370328.68224695	10383234.123258255	10094306.388041193	12502747.112106834	12504507.95751811	12704723.660230175	12845349.778145235	11178576.554888379	10169405.927627794	6768085.522793948	10101696.673235683	6823068.895901907	5660463.399913225	5087911.314156377	6219134.583786101	2421964.5969745587	4943070.390365975	5111078.39393212	3314925.8750389107	2819243.3684371416	5578080.15416948	8567812.199214209	3380345.337388759	2949486.7663083994	4641333.24988818	3804693.9926233073	4972302.586500947	4418486.543610944	5725645.402031336	4161469.6163094994	49967.542689167356	0.0	16285624.452062352	5116188.7277055895	0.0	7300156.971950008	3545666.7460039146	2629842.319949638	1472311.7302452705	1339692.0205372684	1653987.696462126	675556.2763044306	3589633.957891617	12998076.494714892	2564892.076000088	3191856.2625622596	0.0	1634931.7327341614	3148373.887787383	13532848.072280362	9509344.970776191	10645483.685773805	9846334.26458929	F46031	664.0078	355.78	354.17	357.35	20139.0	478952853.0	0.89	0.97	369.0	54.0	0.9444444444444444	False
12632	182390402.77304217	155697384.44203138	199601603.25311467	206035385.76173887	207990975.40001398	205825857.28476647	165853145.52265292	169290475.87888667	182478078.12841654	174534108.97662184	143109701.64777783	164875536.0678519	161503997.44307736	136631409.51293588	156593185.7695669	171180354.3721651	75360587.64860646	48994994.415139444	65987965.913412824	78270243.47086583	37197285.91764375	97640850.11785202	180288071.7646136	50284649.57898587	49398041.02700367	67307715.58976825	74587326.85951596	58780160.7573831	69516370.1125979	63957640.66671557	73269089.58980955	26566475.17857128	8596906.75594181	182391357.4626878	75986138.24278662	9366759.931304779	102372274.44416621	116772492.0061575	114656065.85761407	67579079.89333166	69883030.30446376	75725943.75278953	48459963.8371513	130546031.69746533	196650698.75913113	117435587.63578078	118929767.4099647	1892722.3220365434	93274399.40485474	145850792.65664867	216364468.02367988	186865368.18391848	180550816.69463927	168865352.78481498	F46036	664.1157	347.44	345.86	349.01	20140.0	1894312996.0	1.0	0.99	43.0	57.0	1.0	False
12634	83045721.40435022	89298154.10331047	80950771.42713249	75751581.92209199	63987129.187208556	69587544.53331718	68527099.34852356	69279822.96651506	70278242.55371585	73358375.7456705	171144262.69873685	93880488.39137708	162793252.85303268	175960385.1344919	144778730.2743182	158068108.6423822	175044870.7926375	167739230.61747983	174687748.6809475	192978164.41078308	173733235.5364868	188045799.5810886	94430957.59880616	178369425.45614624	196180855.64481616	170769750.0532984	187775264.89161304	188865605.41190547	174455218.4721112	183203969.56314892	183476616.7929404	166436439.81046766	186043889.70264778	86025372.84125839	168755562.64415383	167746211.60760933	179836492.80327156	182864330.27430502	169812154.9075523	176574514.0118558	176845299.75124487	163973066.02749452	178100226.98121116	168747414.4964942	96074029.87310606	184967129.28351027	191001933.58034742	182307904.09841973	121944225.50385366	145601054.17897582	86999215.49219298	87222460.77795152	78593931.38204686	61168383.50633885	F46062	761.5165	224.26	222.69	225.84	21419.0	1990097313.0	0.92	0.94	48368.0	60.0	1.0	False
12646	33813095.10081268	21767048.915319275	12521716.12219454	16194986.836391373	85858383.50869247	84714328.02409193	29419003.397171084	13076484.697857702	48827946.67337148	41701175.78268715	33889889.407194436	15610018.469399087	37005945.51540274	22027557.082428	30754434.16741234	20254861.819994777	17124614.30384424	8968515.682273224	700787.576538795	3727480.5099451435	0.0	15675012.163417315	14450633.143175945	0.0	10804655.51831382	7017275.976852373	2309158.8412934686	555694.2263181924	1589859.1730637085	1590080.5103370128	7958147.080361569	19548120.71856427	14542067.473168869	11848169.952243319	1389377.163956745	2978369.6524277455	11681938.872786533	15718706.42777078	12665544.401837269	7520800.688688772	5148268.149882713	10187954.137380578	8522247.187409524	8116963.57696715	19681598.545701254	10295787.539746331	10956987.865314627	12992712.460042695	10746561.482005415	18946765.991015982	26919329.60952357	50017665.05686813	36647216.89420986	16022919.840780726	F46087	761.5876	36.73	35.16	38.31	21421.0	1751652236.0	0.76	0.93	11.0	55.0	0.9629629629629629	False
12652	314660412.17332613	321420110.6633334	305484713.9504869	311724026.35725975	290951082.13288826	288715951.7464512	277561316.70502347	299664779.3654992	315372142.8876258	312458777.06234944	704197556.4010284	359995440.6042411	628133077.1793228	654830381.6113831	615244738.6173861	619387251.6334686	681256361.1503072	674082986.3655863	706767230.8278925	660977675.4328978	730852386.4370332	716570805.2034298	355397347.75581366	707519717.2316912	745444819.5397745	655303707.7914499	676141674.3077587	676428112.1085185	620238248.759201	699500486.1504167	705273669.4478543	630830798.7812217	666526940.3827558	341554815.1373252	650640146.5644614	648203682.1782444	586255840.3497671	685050703.8748893	598015498.154256	595387886.7220412	624426911.2449349	590623200.1444801	634939796.1191123	650814810.8818367	382740951.8972448	604954593.5360202	620363949.1686559	610732869.5173776	526757860.87136096	586277124.0754268	313843453.5367545	325570544.4739624	305743313.60343677	270932747.56138074	F46102	762.0191	224.4	222.82	225.97	21425.0	2203376548.0	0.81	0.97	99999.0	59.0	1.0	False
12663	5277694.149549459	4966470.621907832	4136321.592436893	4918350.4037968	3173620.7616396258	3228689.345836783	5802215.576523156	6385750.881086021	3806753.2510644672	2720030.464443226	1795397.569581172	5924570.942269618	2434286.676082343	2270860.503081265	3828279.005970971	3260124.0550262467	1049206.3091782571	2122636.892612752	3005786.06429715	1919823.759200139	1125885.1412990126	1747272.1802677962	4907695.617560384	2445272.814614924	1294332.7815536985	2693794.3322608285	2088330.1170505008	2843532.1765888147	3204931.148971252	2187771.403838792	1299905.4183729694	0.0	0.0	7526809.259580492	3111989.9319536583	0.0	2623696.4932393213	1704060.57416772	1246472.5172810522	0.0	0.0	0.0	0.0	1907253.7139620283	7174448.330763042	1955588.3512571277	1566625.0163574745	0.0	1471213.702284152	1605213.1732750752	4064200.5827896018	2927426.532141259	4026660.9884901815	4918804.856620487	F46163	762.9834	355.78	354.17	357.35	21439.0	209991998.0	0.93	0.84	1135.0	49.0	0.8518518518518519	False
12664	59807227.937295854	70562051.61067283	69018200.74892703	72936079.93033586	54119981.46396593	64479287.37922862	51856679.312643416	61883417.55183228	74053119.95749265	64721617.50479612	147774451.51143014	80045796.39911766	131241369.06379205	153886115.06222695	124473540.88856806	143021369.790035	132509123.3256529	142115017.5585667	154082271.86442116	145228469.7281953	172480072.97635245	172682748.82684952	89078304.23484573	149119573.10691738	173537472.47541428	145835000.10716048	149907682.72474134	157967093.39996088	158242916.06465253	164297432.1879917	139319575.03241837	123669261.2702607	146459202.05172962	81962761.97824872	143970679.42580584	129352484.334244	146829677.41500837	144348249.79578102	145333029.13904098	115945260.24329518	157456486.17247528	118193345.84955159	113321884.49206923	151552600.75031358	76816313.09112641	143616493.3798866	141866646.09981203	132361845.859674	115497588.45127979	135050698.82390052	69969785.57593746	68218515.60616697	62277784.56634395	61060196.78271243	F46164	763.0208	224.0	222.43	225.58	21440.0	2031161785.0	0.83	0.91	99999.0	59.0	1.0	False
12674	321280194.33787966	333409574.8438859	318341260.79151887	327152271.2044973	308645803.5162362	278297864.35325325	295329195.69307685	302386475.3414677	319225640.81376594	338572649.29830116	695213288.6001962	366875524.18370724	631488523.9809216	662434459.0776485	587334983.193543	644987450.273663	692656549.2823168	721758079.7751923	679704213.1242089	656061249.9711251	736611919.6193373	684161828.7253892	363332631.81006426	714419208.1745533	732872822.3214912	707648676.5531826	702381773.9051831	669708494.9956578	644256052.0979832	747907625.1307937	709740809.0694523	681883833.5463982	679886240.4828666	366575625.89319676	666747027.1916924	656294849.025671	699802658.3832864	658015408.5504596	611453336.8625182	602992259.8331794	686934989.0294698	595973605.4673293	687477450.6517775	636504234.0819558	360125160.1077535	595181458.2082865	628988280.0981189	624326756.8753968	543468543.0400531	579200279.076125	353868804.3867399	336600111.76032466	312653735.1545755	283333497.8201336	F46203	664.9972	224.13	222.56	225.71	20154.0	2190710702.0	0.81	0.97	23311.0	59.0	1.0	False
12677	9156275.847685864	7646539.475885028	7430946.728739328	6731142.666329372	3059084.8822443695	6633808.057588261	9960479.148920009	8196629.521799278	5440930.858553973	4365858.794720913	3782800.2233231934	8445120.722927956	6081858.33046108	7307228.185774424	6921816.46168909	7460796.74426544	1271068.9101596854	0.0	1768987.4036843025	4632961.874927444	0.0	3388651.1689124317	8653546.98518243	0.0	0.0	2240640.910467602	2975854.2891995097	1382982.576176359	2870254.376645392	1803184.18624877	3691857.804096233	0.0	0.0	8721316.49326747	3781262.7861593706	0.0	2308290.4569241917	6626488.501786768	4074868.024888361	3696256.2024012213	1486499.2178625371	4084520.1193674724	917027.905775031	6783136.815314084	8976342.376773996	6496286.672658435	7644252.147638247	0.0	7214620.2761757495	5838209.1535399165	5118059.726188434	5234895.792817837	6118140.757096717	7887669.056531333	F46212	763.1549	370.12	368.55	371.7	21443.0	344162470.0	0.85	0.96	435.0	49.0	0.8518518518518519	False
12678	2404852.409726046	2165657.2796357744	3022137.3291788492	2559384.7314914903	950132.357312611	1932375.5782034958	2591701.357328291	2613654.2804605877	2096452.6728748002	1646966.1165909423	3468091.67956077	2543701.6749661006	3623796.615414757	3940366.6723209186	3709423.818269172	3938064.751508903	1468479.9865971396	3206614.159958645	4239117.130982625	5011805.174287869	2428810.6475690114	4605063.558419864	2354235.2379348655	2333776.531384076	1761723.695604032	3979104.9239940527	5206333.771926063	3221152.348575589	3604915.3353357213	3367310.135630013	3276334.821612882	0.0	0.0	2979064.296732764	4228631.242308293	0.0	2502244.8843979947	3039068.9147961927	1551593.2746369157	972789.7684731489	0.0	0.0	0.0	4094642.2643365674	2695525.808536561	3866523.512941407	3363338.95903435	0.0	2098875.458391273	2206860.4287885074	1967166.944663283	1478277.287928751	2422427.9786698064	1873119.4384252878	F46213	665.0382	370.51	368.94	372.09	20157.0	160394123.0	0.89	0.94	248.0	50.0	0.8703703703703703	False
12681	45390798.28675412	38493990.49291443	48673811.87977675	51912317.86540655	52451077.884495154	50923887.104509406	41674695.90453018	42444326.133527875	45911929.6403961	43696676.55116357	36308974.653165005	41327124.39474315	40699765.72147066	33000541.3080175	37868888.355174474	40542639.60110554	15422568.682274459	12419847.447562173	16386438.135069663	19363734.630203295	9753817.4182428	24041467.021103382	45711934.87645825	12466132.201816374	12164752.232017683	16275071.270559995	18671063.360657696	14249023.611360332	17496137.681231625	15868663.49735102	18748153.072842713	5935442.3058906505	1611430.8469729507	45786128.593004525	18808279.691286955	1730771.0409715988	24787560.012702942	28545330.90762737	29136777.542908866	15618808.403869862	17004079.985200793	18636423.90324719	12200758.226570453	32187100.293707617	49177770.77282801	29022346.970878158	29771528.942387562	67612.33216694946	22333754.57967508	36189950.054216854	54886697.2215109	46700635.25409684	45903661.97072115	42396328.37763559	F46227	665.1186	347.57	345.99	349.15	20160.0	1896595369.0	1.0	0.99	342.0	57.0	1.0	False
12718	19029359.852878314	11887601.820256189	16190019.250186894	33785249.078284055	27678463.963974413	19634615.538637236	23381675.98780102	15645113.854228802	18794487.67076201	13774333.91181263	15538852.537276631	12846750.80913981	33360091.974259656	18124466.169432018	14294554.56887065	26008063.154868662	15621442.095148478	34619802.68104686	3253623.8827098412	7437665.962543489	3514553.8244271767	20560217.038712196	10318307.611367485	1814649.9970370764	27585683.617823042	13497771.639624482	4319163.796237488	3560925.3478439315	3762992.4917799663	3137572.8031608136	6496856.402200852	16561201.615642095	12897048.207549524	8710206.090993006	5669710.297753959	5063045.511189675	8431742.665791718	15506771.535031632	27052536.316984266	17712938.27477428	8597591.885788023	23966923.054430377	7169444.767077235	6551370.16324345	38495.76267191128	10685170.210660644	15765309.00653074	1401811.8869494982	26253191.380276475	14689548.447738672	15311700.975515751	22901716.281547654	23075809.19574902	11948418.861859512	F46332	665.4594	24.13	22.68	25.7	20169.0	1039120839.0	1.0	0.9	24.0	62.0	1.0	False
12725	53265402.53289278	50081848.4139226	49586334.6887042	48797605.139815666	40507888.085524574	37548832.47910499	44253284.16765219	47827804.83132011	48701955.69394785	44064961.51443337	105284392.65419678	54840924.962063245	93617192.4224418	108568408.7554536	98186232.49505696	97029505.9775945	110590723.74595046	0.0	107796623.73117155	110699674.51412638	115757866.4523905	98237811.61833316	58151951.27569414	103881118.91075963	98413637.43442856	114412480.13087836	106589075.87947115	113204398.83966373	104521983.0261977	99797385.6298408	108528583.90872747	91127887.07740653	108094337.64440122	58908354.891158916	104217297.75356165	108278669.63728964	99234632.42702444	100776251.74003129	99079834.87609309	94665117.20868862	108349318.24952401	78049045.18125041	92527661.37251091	95135016.51669908	57122837.34862687	89358287.3858186	99609428.94753224	93199329.0571996	96549218.33201474	80768992.51827954	51674363.24910129	52674829.14046819	0.0	45792342.26643613	F46349	666.0014	224.0	222.43	225.58	20174.0	2122157021.0	0.77	0.94	99999.0	57.0	0.9629629629629629	False
